id_product;id_supplier;id_manufacturer;id_category_default;id_shop_default;id_tax_rules_group;on_sale;online_only;ean13;upc;ecotax;quantity;minimal_quantity;price;wholesale_price;unity;unit_price_ratio;additional_shipping_cost;reference;supplier_reference;location;width;height;depth;weight;out_of_stock;quantity_discount;customizable;uploadable_files;text_fields;active;redirect_type;id_product_redirected;available_for_order;available_date;condition;show_price;indexed;visibility;cache_is_pack;cache_has_attachments;is_virtual;cache_default_attribute;date_add;date_upd;advanced_stock_management;
"125";"0";"0";"28";"1";"1";"0";"0";"617950200079";"";"0.000000";"0";"1";"9.250000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"2013-07-16 14:05:34";"0";
"126";"0";"0";"51";"1";"1";"0";"0";"6281007020176";"";"0.000000";"0";"1";"10.000000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"2013-10-05 16:14:21";"0";
"127";"0";"0";"2";"1";"1";"0";"0";"62811248";"";"0.000000";"0";"1";"1.500000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
"128";"0";"0";"34";"1";"1";"0";"0";"6281007040129";"";"0.000000";"0";"1";"3.500000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"2013-09-23 10:28:27";"0";
"129";"0";"0";"2";"1";"1";"0";"0";"6281007023702";"";"0.000000";"0";"1";"2.750000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
"130";"0";"0";"2";"1";"1";"0";"0";"6281007200882";"";"0.000000";"0";"1";"11.750000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
"131";"0";"0";"2";"1";"1";"0";"0";"6281007200509";"";"0.000000";"0";"1";"10.000000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
"132";"0";"2";"96";"1";"1";"0";"0";"6281007020282";"";"0.000000";"0";"1";"1.500000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"2013-09-06 11:55:31";"0";
"133";"0";"0";"2";"1";"1";"0";"0";"6281007023955";"";"0.000000";"0";"1";"4.000000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
"134";"0";"0";"2";"1";"1";"0";"0";"6281007040235";"";"0.000000";"0";"1";"6.750000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
"135";"0";"0";"2";"1";"1";"0";"0";"6281007023719";"";"0.000000";"0";"1";"1.750000";"0.000000";"";"0.000000";"0.00";"";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"2";"0";"0";"0";"0";"1";"";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"0";"2013-07-15 00:12:33";"0000-00-00 00:00:00";"0";
