id;Active (0/1);Name*;Categories (x,y,z,...);Price tax excl. Or Price tax excl;Tax rules id;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyy-mm-dd);Discount to (yyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Weight;Quantity;Short description;Description;Tags (x,y,z,...);Meta-title;Meta-keywords;Meta-description;URL rewritten;Text when in-stock;Text if back-order allowed;Image URLs (x,y,z,...);Feature;Only available online
;1;WELLNESS DIGESTIVE W/ HAZELNUT;Home;9.0000;;;;;;;;;;;;8600043018516;;;;;;;;;;;;In stock;;;;
;1;WELLNESS DIGESTIVE W/ ORANGE;Home;9.2500;;;;;;;;;;;;8600043018493;;;;;;;;;;;;In stock;;;;
;1;WELLNESS DIGESTIVE W/ RAISINS;Home;7.0000;;;;;;;;;;;;8600043018479;;;;;;;;;;;;In stock;;;;
;1;YOYO PUFFED RICE 120G;Home;7.0000;;;;;;;;;;;;8600043007923;;;;;;;;;;;;In stock;;;;
;1;PLAZMA CHOCO 135G;Home;9.0000;;;;;;;;;;;;8600043016253;;;;;;;;;;;;In stock;;;;
;1;MILK CHOCOLATE W/ PLAZMA 35G;Home;3.0000;;;;;;;;;;;;8600043013290;;;;;;;;;;;;In stock;;;;
;1;DONCAFE 200G;Home;19.0000;;;;;;;;;;;;8600101521439;;;;;;;;;;;;In stock;;;;
;1;DONCAFE 500G;Home;44.0000;;;;;;;;;;;;8600101521675;;;;;;;;;;;;In stock;;;;
;1;STRUDLE MIX FRUIT;Home;9.0000;;;;;;;;;;;;8600104000498;;;;;;;;;;;;In stock;;;;
;1;STRUDLA SMOKVA (FIG);Home;9.0000;;;;;;;;;;;;8600104000467;;;;;;;;;;;;In stock;;;;
;1;CHOCO BANANICA;Home;1.5000;;;;;;;;;;;;86006675;;;;;;;;;;;;In stock;;;;
;1;NAJLEPSE ZELJE MILK CHOCOLATE;Home;7.0000;;;;;;;;;;;;8600939313602;;;;;;;;;;;;In stock;;;;
;1;NAJLEPSE ZELJE CHOCO E/ BISCUIT;Home;6.0000;;;;;;;;;;;;8600939344057;;;;;;;;;;;;In stock;;;;
;1;NAJLEPSE ZELJE CHOCO 75% CACAO;Home;7.0000;;;;;;;;;;;;8600939303016;;;;;;;;;;;;In stock;;;;
;1;NAJLEPSE ZELJE CHOCO W/ HAZELNUT;Home;7.5000;;;;;;;;;;;;8600939344248;;;;;;;;;;;;In stock;;;;
;1;NAJLEPSE ZELJE CHOCO MINI 150G;Home;13.5000;;;;;;;;;;;;8600939313381;;;;;;;;;;;;In stock;;;;
;1;SMOKI 50G;Home;3.0000;;;;;;;;;;;;8600939506912;;;;;;;;;;;;In stock;;;;
;1;CHOCO SMOKI 40G;Home;3.7500;;;;;;;;;;;;8600939375631;;;;;;;;;;;;In stock;;;;
;1;EUROCREM 500G;Home;24.0000;;;;;;;;;;;;8601900503411;;;;;;;;;;;;In stock;;;;
;1;DORINA MILK CHOCOLATE;Home;6.2500;;;;;;;;;;;;3850102111961;;;;;;;;;;;;In stock;;;;
;1;KRAS CHOCO NAPOLITANKE;Home;15.0000;;;;;;;;;;;;3850102320080;;;;;;;;;;;;In stock;;;;
;1;KRAS NAPOLITANKE NOUGAT;Home;14.5000;;;;;;;;;;;;3850102322800;;;;;;;;;;;;In stock;;;;
;1;KRAS BAJADERA 200G;Home;27.0000;;;;;;;;;;;;3850102230044;;;;;;;;;;;;In stock;;;;
;1;KRAS LADA TEA BISCUIT;Home;14.0000;;;;;;;;;;;;3850102310951;;;;;;;;;;;;In stock;;;;
;1;KRAS EXPRESS 200G;Home;10.0000;;;;;;;;;;;;3850102126903;;;;;;;;;;;;In stock;;;;
;1;DORINA CHOCO PUFFED W/ RICE;Home;6.0000;;;;;;;;;;;;3850102123681;;;;;;;;;;;;In stock;;;;
;1;VEGETA 250G;Home;11.0000;;;;;;;;;;;;3850104008597;;;;;;;;;;;;In stock;;;;
;1;PODRAVKA AJVAR 350G;Home;10.7500;;;;;;;;;;;;3850104051029;;;;;;;;;;;;In stock;;;;
;1;PODRAVKA LINO COKOLINO 200G;Home;13.0000;;;;;;;;;;;;3850104230011;;;;;;;;;;;;In stock;;;;
;1;PODRAVKA LINO LJESNJAK COKOLINO 200G;Home;14.5000;;;;;;;;;;;;3850104230059;;;;;;;;;;;;In stock;;;;
;1;BIONATURA STUFFED PEPPER W/ CHEESE AND CAPER;Home;29.0000;;;;;;;;;;;;5319991246164;;;;;;;;;;;;In stock;;;;
;1;MAKEDONIJA GHERKINS 530G;Home;18.0000;;;;;;;;;;;;5310038001128;;;;;;;;;;;;In stock;;;;
;1;DIEM BAS AJVER 290G;Home;17.0000;;;;;;;;;;;;5319990172952;;;;;;;;;;;;In stock;;;;
;1;DIEM MALIDZANO 370ML;Home;13.2500;;;;;;;;;;;;5319990172242;;;;;;;;;;;;In stock;;;;
;1;VIPRO HOT PEPPERS 370ML;Home;10.0000;;;;;;;;;;;;5310149003318;;;;;;;;;;;;In stock;;;;
;1;VIPRO CVEKLLA 720ML;Home;12.0000;;;;;;;;;;;;5319990177391;;;;;;;;;;;;In stock;;;;
;1;VIPRO CABBAGE LEAVES 720ML;Home;14.7500;;;;;;;;;;;;5319990177315;;;;;;;;;;;;In stock;;;;
;1;VIPRO HOME MADE AJVER 370ML;Home;18.0000;;;;;;;;;;;;5319990177476;;;;;;;;;;;;In stock;;;;
;1;VIPRO LUTENICA 370 ML;Home;17.0000;;;;;;;;;;;;5319990177698;;;;;;;;;;;;In stock;;;;
;1;VIPRO ROASTED PEPPERS 720ML;Home;16.5000;;;;;;;;;;;;5319990177018;;;;;;;;;;;;In stock;;;;
;1;VIPRO WILD FIG 370ML;Home;19.5000;;;;;;;;;;;;5319990177773;;;;;;;;;;;;In stock;;;;
;1;VIPRO PRESEVE QUINCE 370ML;Home;19.5000;;;;;;;;;;;;5319990177995;;;;;;;;;;;;In stock;;;;
;1;VIPRO FIG JAM 370ML;Home;19.5000;;;;;;;;;;;;5319990177285;;;;;;;;;;;;In stock;;;;
;1;DIEM GP APRICOT JAM 400G;Home;14.5000;;;;;;;;;;;;5310238000396;;;;;;;;;;;;In stock;;;;
;1;VIPRO HOT PEPPERS STUFFED W/ CREAM CHEESE 300ML;Home;23.0000;;;;;;;;;;;;5310149003332;;;;;;;;;;;;In stock;;;;
;1;RADENSKA SPARKLING WATER 250ML;Home;3.7500;;;;;;;;;;;;3830000625364;;;;;;;;;;;;In stock;;;;
;1;RADENSKA SPARKLING WATER 500ML;Home;5.7500;;;;;;;;;;;;3830000625371;;;;;;;;;;;;In stock;;;;
;1;RADENSKA SPARKLING WATER 750ML;Home;6.2500;;;;;;;;;;;;3830000625388;;;;;;;;;;;;In stock;;;;
;1;PASEO MAXI ROLL 300M;Home;18.7500;;;;;;;;;;;;8993053231007;;;;;;;;;;;;In stock;;;;
;1;RADENSKA STILL WATER 250ML;Home;3.5000;;;;;;;;;;;;3830000628686;;;;;;;;;;;;In stock;;;;
;1;RADENSKA STILL WATER 500ML;Home;4.5000;;;;;;;;;;;;3830000628693;;;;;;;;;;;;In stock;;;;
;1;RADENSKA STILL WATER 750ML;Home;4.9000;;;;;;;;;;;;3830000628709;;;;;;;;;;;;In stock;;;;
;1;KNORR MAYONNAISE 532ML;Home;15.2500;;;;;;;;;;;;6281006794016;;;;;;;;;;;;In stock;;;;
;1;KNORR MAYONNAISE LIGHT 532ML;Home;16.2500;;;;;;;;;;;;6281006794085;;;;;;;;;;;;In stock;;;;
;1;DOVE MEN CARE EXTRA FRESH 150ML;Home;16.5000;;;;;;;;;;;;7791293012063;;;;;;;;;;;;In stock;;;;
;1;STREPSILS COOL;Home;18.7500;;;;;;;;;;;;5000158102316;;;;;;;;;;;;In stock;;;;
;1;NIVEA POWERFRUIT RELAX SHOWER GEL 250ML;Home;14.7500;;;;;;;;;;;;4005808649891;;;;;;;;;;;;In stock;;;;
;1;ALMARAI LONG LIFE FULL FAT MILK 1L;Home;5.7500;;;;;;;;;;;;6281007032261;;;;;;;;;;;;In stock;;;;
;1;JAFFA CAKES 150G;Home;10.5000;;;;;;;;;;;;8600114000013;;;;;;;;;;;;In stock;;;;
;1;MINI JAFFA CAKES 125G;Home;9.5000;;;;;;;;;;;;8600114004097;;;;;;;;;;;;In stock;;;;
;1;MUNCHMALLOW 105G;Home;8.0000;;;;;;;;;;;;8600114000020;;;;;;;;;;;;In stock;;;;
;1;MINI MUNCHMALLOW 120G;Home;9.5000;;;;;;;;;;;;8600114002833;;;;;;;;;;;;In stock;;;;
;1;NAPOLITANKE CHOCO & HAZELNUT150G;Home;11.5000;;;;;;;;;;;;8600114003076;;;;;;;;;;;;In stock;;;;
;1;TAK RIBICE FISH BISCUIT 100G;Home;3.7500;;;;;;;;;;;;8600114003991;;;;;;;;;;;;In stock;;;;
;1;HONEY HEART CHERRY 150G;Home;9.0000;;;;;;;;;;;;8602300206780;;;;;;;;;;;;In stock;;;;
;1;HONEY PRETZELS 150G;Home;9.0000;;;;;;;;;;;;8602300215546;;;;;;;;;;;;In stock;;;;
;1;HONEY HEART CRANBERRY 150G;Home;9.0000;;;;;;;;;;;;8602300214068;;;;;;;;;;;;In stock;;;;
;1;SMILIES MILK CHOCOLATE FILLED WITH HAZELNUT CREAM 140G;Home;13.5000;;;;;;;;;;;;8600995589720;;;;;;;;;;;;In stock;;;;
;1;SMILIES CHOCOLATE FILLED WITH CARAMEL CREAM $ WAFER 140G;Home;13.5000;;;;;;;;;;;;8600995022326;;;;;;;;;;;;In stock;;;;
;1;SMILIES CHOCOLATE FILLED WITH MILK CREAM 140G;Home;13.5000;;;;;;;;;;;;8600995590030;;;;;;;;;;;;In stock;;;;
;1;PIONIR HAZELNUT MILK CHOCOLATE 200G;Home;12.0000;;;;;;;;;;;;8602300215164;;;;;;;;;;;;In stock;;;;
;1;SANTA BREMOR OCTOPUS PIECES IN OIL 200G;Home;33.5000;;;;;;;;;;;;4810168025267;;;;;;;;;;;;In stock;;;;
;1;SANTA BREMOR HERRING FILLETS WITH SMOKE FLAVOR 200G;Home;20.7500;;;;;;;;;;;;4810168000103;;;;;;;;;;;;In stock;;;;
;1;AMERICANA CHICKEN PIZZA 470G;Home;26.2500;;;;;;;;;;;;6281050624024;;;;;;;;;;;;In stock;;;;
;1;AMERCANA VEGETARIAN PIZZA 470G;Home;26.2500;;;;;;;;;;;;6281050624031;;;;;;;;;;;;In stock;;;;
;1;AMERICANA MARGARITA PIZZA 450G;Home;24.0000;;;;;;;;;;;;6281050624048;;;;;;;;;;;;In stock;;;;
;1;AMERICANA SUPREME PIZZA 470G;Home;27.7500;;;;;;;;;;;;6281050624017;;;;;;;;;;;;In stock;;;;
;1;LIFEBUOY ANTIBACTERIAL WET WIPES 15PCS;Home;8.7500;;;;;;;;;;;;6281006480216;;;;;;;;;;;;In stock;;;;
;1;LEMON HONEY GINGER 300ML;Home;2.2500;;;;;;;;;;;;6281007025232;;;;;;;;;;;;In stock;;;;
;1;28 BLACK ENERGY DRINK ACAI 250ML;Home;7.0000;;;;;;;;;;;;5453002980002;;;;;;;;;;;;In stock;;;;
;1;28 BLACK SUGARFREE 250ML;Home;7.0000;;;;;;;;;;;;5453002980064;;;;;;;;;;;;In stock;;;;
;1;WELLA PRO SERIES CONDITIONER FRIZZ CONTROL 500ML;Home;24.0000;;;;;;;;;;;;4015600720926;;;;;;;;;;;;In stock;;;;
;1;WELLA SHAMPOO MOISTURE 500ML;Home;24.0000;;;;;;;;;;;;4015600720681;;;;;;;;;;;;In stock;;;;
;1;WELMLLA SHAMPOO FRIZ CONTROL 500;Home;24.0000;;;;;;;;;;;;4015600720728;;;;;;;;;;;;In stock;;;;
;1;WELLA CONDITIONER MOISTURE 500ML;Home;24.0000;;;;;;;;;;;;4015600720865;;;;;;;;;;;;In stock;;;;
;1;BIRTHDAY CANDLES SET;Home;3.2500;;;;;;;;;;;;8692817005587;;;;;;;;;;;;In stock;;;;
;1;BIRTHDAY CANDLE NUMBERS;Home;4.7500;;;;;;;;;;;;6682838968727;;;;;;;;;;;;In stock;;;;
;1;PASEO FACIAL TISSUE;Home;4.7500;;;;;;;;;;;;8993053111217;;;;;;;;;;;;In stock;;;;
;1;DUSTPAN BROOM;Home;12.0000;;;;;;;;;;;;1000002711491;;;;;;;;;;;;In stock;;;;
;1;SANITA BAMBI BABY WIPES 64PCS;Home;15.5000;;;;;;;;;;;;5281001941720;;;;;;;;;;;;In stock;;;;
;1;CHICKEN LIVER 450G;Home;5.7500;;;;;;;;;;;;7891515920135;;;;;;;;;;;;In stock;;;;
;1;DURACELL TURBO MAX 1.5V;Home;9.7500;;;;;;;;;;;;5000394041615;;;;;;;;;;;;In stock;;;;
