id;Active (0/1);Name*;Categories (x,y,z,...);Price tax excl. Or Price tax excl;Tax rules id;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyy-mm-dd);Discount to (yyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Weight;Quantity;Short description;Description;Tags (x,y,z,...);Meta-title;Meta-keywords;Meta-description;URL rewritten;Text when in-stock;Text if back-order allowed;Image URLs (x,y,z,...);Feature;Only available online
;1;GOLDEN FORK ALMOND SLICE;Home;2;;;;;;;;;;;;000123457699;;;;;;;;;;;;In stock;;;;
;1;GOLDEN FORK CUSTARD CUP 1X6PCS;Home;5;;;;;;;;;;;;000123457675;;;;;;;;;;;;In stock;;;;
;1;GOLDEN FORK JUMBO BREAD;Home;5.25;;;;;;;;;;;;000123457941;;;;;;;;;;;;In stock;;;;
;1;GOLDEN FORK SULTHANA;Home;2;;;;;;;;;;;;000123457477;;;;;;;;;;;;In stock;;;;
;1;AL MARAI POMEGRANATE JUICE 300ML;Home;2.25;;;;;;;;;;;;6281007022392;;;;;;;;;;;;In stock;;;;
;1;IRN BRU 330ML;Home;4;;;;;;;;;;;;50107438;;;;;;;;;;;;In stock;;;;
;1;AMERICANA CHOCLATE BISCUIT90G;Home;1.5;;;;;;;;;;;;6281033452538;;;;;;;;;;;;In stock;;;;
;1;REXONA DEO AERO V8 AR PK 175ML;Home;15.5;;;;;;;;;;;;7791293015088;;;;;;;;;;;;In stock;;;;
;1;AL MARAI YOGHURT 1KG LOW FAT;Home;7.5;;;;;;;;;;;;6281007024020;;;;;;;;;;;;In stock;;;;
;1;LIPTON GREENLEMON 100X1.5 ;Home; 3G;;;;;;;;;;;;6281006851023;;;;;;;;;;;;In stock;;;;
;1;TANG MANGO JAR 750G;Home;17;;;;;;;;;;;;043000303375;;;;;;;;;;;;In stock;;;;
;1;AL MARAI LONG LIFE FF MILK 1LTR;Home;5;;;;;;;;;;;;6281007021609;;;;;;;;;;;;In stock;;;;
;1;MULUKHYA 400G;Home;4.25;;;;;;;;;;;;783963002259;;;;;;;;;;;;In stock;;;;
;1;CUP CAKE CHOCLATE 74G;Home;1.25;;;;;;;;;;;;6281100087540;;;;;;;;;;;;In stock;;;;
;1;CUP CAKE PLAN 66G;Home;1.25;;;;;;;;;;;;6281100083047;;;;;;;;;;;;In stock;;;;
;1;ORAL B PRO EP MULTI 250ML;Home;16.75;;;;;;;;;;;;5013965754999;;;;;;;;;;;;In stock;;;;
;1;AL MARAI VANILLA CUSTARD;Home;1.25;;;;;;;;;;;;6281007023757;;;;;;;;;;;;In stock;;;;
;1;CHEESE PARAMESAN 150G;Home;23;;;;;;;;;;;;6291058038570;;;;;;;;;;;;In stock;;;;
;1;AL KABEER MUTTON SEMMOOSSA;Home;11.25;;;;;;;;;;;;5033712120075;;;;;;;;;;;;In stock;;;;
;1;SADIYA CHICKEN FRANKS EMBROG340G;Home;5.75;;;;;;;;;;;;5701215001534;;;;;;;;;;;;In stock;;;;
;1;LIFEBOUY SHOWER GEL TOTAL 300ML;Home;15.75;;;;;;;;;;;;8999999393908;;;;;;;;;;;;In stock;;;;
;1;KINDER JOY T3 60G;Home;12;;;;;;;;;;;;8000500028124;;;;;;;;;;;;In stock;;;;
;1;CANOLA OIL 1L;Home;14.5;;;;;;;;;;;;3265474653009;;;;;;;;;;;;In stock;;;;
;1;AL MARAIMAHAR STRAWBERY 180ML;Home;1.5;;;;;;;;;;;;6281007023221;;;;;;;;;;;;In stock;;;;
;1;DOWNY CINDRELLA VALLY 1L;Home;18.5;;;;;;;;;;;;5413149799721;;;;;;;;;;;;In stock;;;;
;1;AL KABEER BREADED CHICKEN FILLET 465G;Home;24.5;;;;;;;;;;;;5033712465022;;;;;;;;;;;;In stock;;;;
;1;LC COOKING SPRSY WITH SF OIL;Home;23;;;;;;;;;;;;5028905014781;;;;;;;;;;;;In stock;;;;
;1;DOVE BODY LOTN INDULGENT 250ML;Home;18;;;;;;;;;;;;8711600368736;;;;;;;;;;;;In stock;;;;
